parkcode,name,latitude,longitude,description,activities,weatherInfo
hobe,Horseshoe Bend,32.97668879,-85.73413589,"On 27 March 1814, Major General Andrew Jackson ‘s army of 3,300 men attacked Chief Menawa’s 1,000 Red Stick Creek warriors fortified in a horseshoe shaped bend of the Tallapoosa River. Over 800 Red Sticks died that day. The battle ended the Creek War, resulted in a land cession of 23,000,000 acres to the United States and created a national hero of Andrew Jackson.",Arts and Culture|Craft Demonstrations|Cultural Demonstrations|Auto and ATV|Scenic Driving|Astronomy|Stargazing|Biking|Road Biking|Boating|Fishing|Freshwater Fishing|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Self-Guided Tours - Auto|Bus/Shuttle Guided Tour|Hands-On|Arts and Crafts|Hiking|Front-Country Hiking|Horse Trekking|Horseback Riding|Living History|Reenactments|Historic Weapons Demonstration|Paddling|Canoeing|Kayaking|Junior Ranger Program|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"Summers can be extremely hot and humid and winters can be damp, wet, and cold, with occasional hard freezes. During the summer season visitors should dress in light, comfortable clothing, wear comfortable shoes and use sunscreen and insect repellant. Stay hydrated to avoid risk of heat cramps, heat exhaustion and heatstroke. A bottle refill station is available in the visitor center. In the spring and fall visitors should have a light jacket available as temperatures can drop suddenly."
hosp,Hot Springs,34.52414366,-93.06332936,"Hot Springs National Park has a rich cultural past. The grand architecture of our historic bathhouses is equally matched by the natural curiosities that have been drawing people here for hundreds of years. Ancient thermal springs, mountain views, incredible geology, forested hikes, and abundant creeks – all in the middle of town – make Hot Springs National Park a unique and beautiful destination.",Auto and ATV|Scenic Driving|Biking|Mountain Biking|Road Biking|Camping|Car or Front Country Camping|RV Camping|Food|Dining|Picnicking|Guided Tours|Self-Guided Tours - Walking|Hiking|Front-Country Hiking|Junior Ranger Program|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"Average temperatures in Hot Springs can range from about 90°F (32°C) to less than 27°F (-2.7°C). Summer days can be hot and humid, with heat index values up to 110ºF (43ºC). Winter wind chills can make temperatures feel much colder, as low as 15ºF (-9.4ºC). Spring and fall typically have the most rainfall. Generally, Hot Springs experiences mild weather throughout the year."
hove,Hovenweep,37.39134092,-109.0047977,"Once home to over 2,500 people, Hovenweep includes six prehistoric villages built between A.D. 1200 and 1300. Explore a variety of structures, including multistory towers perched on canyon rims and balanced on boulders. The construction and attention to detail will leave you marveling at the skill and motivation of the builders.",Astronomy|Stargazing|Camping|Junior Ranger Program,"Hovenweep is part of the Colorado Plateau, a ""high desert"" region that experiences wide temperature fluctuations, sometimes over 40 degrees in a single day. The temperate (and most popular) seasons are spring (April-May) and fall (mid-September-October), when daytime highs average 60 to 80 F and lows average 30 to 50 F. Summer temperatures often exceed 100 F, making strenuous exercise difficult. Winters are cold, with highs averaging 30 to 50 F, and lows averaging 0 to 20 F."
hutr,Hubbell Trading Post,35.70727324,-109.5599515,"The squeaky wooden floor greets your entry into the oldest operating Trading Post on the Navajo Nation. When your eyes adjust to the dim light in the ""bullpen"" you find you’ve just entered a mercantile. Hubbell Trading Post has been serving Ganado selling goods and Native American Art since 1878. Discover Hubbell Trading Post NHS, sheep, rugs, jewelry and so much more..",Arts and Culture|Guided Tours|Junior Ranger Program|Shopping|Bookstore and Park Store,Spring is normally windy. Summer can reach into high 90s with thunderstorms beginning in July into August. Fall is cooling off. Last couple of Winters have been dry and with a couple of inches of snow.
iafl,Ice Age Floods,46.5669309007871,-118.992564971161,"""At the end of the last Ice Age, some 12,000 to 17,000 years ago, a series of cataclysmic floods occurred in what is now the northwest region of the United States, leaving a lasting mark of dramatic and distinguishing features on the landscape of parts of the States of Montana, Idaho, Washington and Oregon."" Public Law 111-11, March 30, 2009",Guided Tours|Self-Guided Tours - Walking|Self-Guided Tours - Auto,"The National Geologic Trail is a collection of sites stretched across a four state area, the weather will vary from site to site. Please check the weather for your local region, or the region you'll be visiting, through their respective sites."
iatr,Ice Age,43.9895697794196,-89.5612021705858,"A mere 15,000 years ago during the Ice Age, much of North America lay under a huge glacier. Mammoths, saber tooth cats and cave lions roamed the earth! Some of the best evidence of this glacier is found in Wisconsin such as the state’s many lakes, river valleys, gently rolling hills, and ridges. The nearly 1,200 mile Ice Age National Scenic Trail, established in 1980, traces the glacier's edge.",Camping|Backcountry Camping|Fishing|Hands-On|Volunteer Vacation|Hiking|Skiing|Cross-Country Skiing|Snowshoeing|Wildlife Watching|Birdwatching,"Wisconsin has four distinctly different seasons. Wisconsin's continental climate means this state enjoys a little bit of everything, weather-wise. Summers are generally warm and pleasant, while the area is covered with a thick blanket of white snow in winter."
inde,Independence,39.94746112,-75.14794157,"The park represents the founding ideals of the nation, and preserves national and international symbols of freedom and democracy, including Independence Hall and the Liberty Bell. The Declaration of Independence and U.S. Constitution were both debated and signed inside Independence Hall, a UNESCO World Heritage Site.",Food|Guided Tours|Self-Guided Tours - Walking|Junior Ranger Program|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store,"Summers are typically hot and muggy, fall and spring are generally mild, and winter is cold. Snowfall is highly variable, with some winters bringing only light snow and others bringing several major snowstorms, with the normal seasonal snowfall standing at 22.4 in (57 cm). Precipitation is generally spread throughout the year, with eight to twelve wet days per month."
indu,Indiana Dunes,41.63765525,-87.09647445,"Indiana Dunes National Park hugs 15 miles of the southern shore of Lake Michigan and has much to offer. Whether you enjoy scouting for rare species of birds or flying kites on the sandy beach, the national park's 15,000 acres will continually enchant you. Hikers will enjoy 50 miles of trails over rugged dunes, mysterious wetlands, sunny prairies, meandering rivers and peaceful forests.",Arts and Culture|Cultural Demonstrations|Auto and ATV|Scenic Driving|Biking|Boating|Camping|RV Camping|Fishing|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Self-Guided Tours - Auto|Hiking|Horse Trekking|Paddling|Canoeing|Kayaking|Stand Up Paddleboarding|Junior Ranger Program|Playground|Skiing|Cross-Country Skiing|Snow Play|Snowshoeing|Swimming|Freshwater Swimming|Wildlife Watching|Birdwatching|Park Film|Shopping|Bookstore and Park Store,"On average, the warmest month is July and the highest recorded temperature was 105F in 1934. The coolest month is January, with the lowest recorded temperature of -25F in 1985. June sees the most precipitation with an average rainfall of 4.66 Inches."
isro,Isle Royale,48.01145819,-88.82780657,"Explore a rugged, isolated island, far from the sights and sounds of civilization. Surrounded by Lake Superior, Isle Royale offers unparalleled solitude and adventures for backpackers, hikers, boaters, kayakers, canoeists and scuba divers. Here, amid stunning scenic beauty, you'll find opportunities for reflection and discovery, and make memories that last a lifetime.",Arts and Culture|Astronomy|Stargazing|Boating|Motorized Boating|Sailing|Boat Tour|Camping|Backcountry Camping|Canoe or Kayak Camping|Group Camping|Fishing|Freshwater Fishing|Food|Dining|Flying|Guided Tours|Boat Tour|Hiking|Backcountry Hiking|Front-Country Hiking|Off-Trail Permitted Hiking|Paddling|Canoeing|Canoe or Kayak Camping|Kayaking|Junior Ranger Program|SCUBA Diving|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"Isle Royale National Park is a remote island wilderness in the middle of Lake Superior. Weather influences traveling to and from the island, as well as your trip once you arrive. For the most up-to-date weather information, call (906) 482-0984 or email isro_parkinfo@nps.gov prior to your trip."
inup,Iñupiat Heritage Center,71.29832445,-156.7535863,"On the rooftop of the world, the Iñupiat Heritage Center in Barrow, Alaska, tells the story of the Iñupiat people. They have thrived for thousands of years in one of the harshest climates on Earth, hunting the bowhead, or ""Agviq."" In the 19th century, these lonely seas swarmed with commercial whalemen from New England, who also sought the bowhead for its valuable baleen and blubber.",Arts and Culture|Hunting and Gathering,"Owing to its location 320 miles (515 km) north of the Arctic Circle, Barrow's climate is cold and dry, classified as a polar climate (Köppen ET). Winter weather can be extremely dangerous because of the combination of cold and wind, while summers are cool even at their warmest."
jaga,James A Garfield,41.66486549,-81.35086557,"A front porch can serve many purposes. For some, it is a place to enjoy the breeze on a warm summer night. For others, a perch from which to keep eyes on what's happening in their neighborhood. In 1880, James Garfield used his front porch as a platform to greet thousands of well-wishers during his presidential campaign. Today, the porch serves as a gateway to the story of the Garfield family.",Guided Tours|Self-Guided Tours - Walking|Living History|Reenactments|Park Film|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"Winter tends to be cold with snow and ice from January - early March. Summers are comfortable, but can be humid and reach into the 90's. There is a 100 yard walk between the Visitor Center and Garfield home; visitors are advised to check weather conditions prior to their visit."
jela,Jean Lafitte,29.81739855,-90.1402241,"In Jean Lafitte's day, silver and gold filled a pirate's treasure chest, but today's treasures are people, places, and memories. Discover New Orleans’ rich cultural mix. Learn Cajun traditions from people who live them. Watch an alligator bask on a bayou’s bank. Walk in the footsteps of the men who fought at 1815’s Battle of New Orleans. Follow the link to discover the treasure of Jean Lafitte.",Arts and Culture|Craft Demonstrations|Cultural Demonstrations|Live Music|Fishing|Freshwater Fishing|Guided Tours|Self-Guided Tours - Walking|Hands-On|Arts and Crafts|Hunting and Gathering|Hunting|Living History|Historic Weapons Demonstration|First Person Interpretation|Junior Ranger Program|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"All temperatures in degrees Fahrenheit. Note that relative humidity, especially in summer months, can reach 90%, so temperatures can feel 10-20 degrees hotter than actual temperature. Spring (March, April, May) average high 77, low 61 Summer (June, July, August) average high 89, low 75 Fall (September, October, November) average high 78, low 64 Winter (December, January, February) average high 64, low 48"
